text,gold_label,source
"Don't worry. If this hotel is full, we can try the next one. Maybe we'll have a seat.",No Distortion,c2d2
"I've been playing cell phones for a long time, and I'm sure it's driving me crazy and I'm gonna have to play less later.",No Distortion,c2d2
"I'm so bad, they must've told me I'm low on the back.",Fortune-telling,c2d2
"If I fail this time, I will never invest in success.",Overgeneralization,c2d2
Maybe it's my way of getting along with the students. We can try something else next time.,No Distortion,c2d2
"I'm not smart enough to make them happy. It only makes things worse, because it's what they do when they give birth to a useless child like me.",Personalization,c2d2
I hate to be compared. I've always felt bad about myself. All the other kids are better than me.,Overgeneralization,c2d2
"Mom's so concerned about my future and I'm talking about planning, and although there's something that's not in line with my ideas, most of it's worth taking.",No Distortion,c2d2
I'm an incompetent loser. Why else would it be so difficult for me?,Labeling,c2d2
What's wrong with fat and not eating rice from someone else's house? I think the meat is cute too.,No Distortion,c2d2
"I don't have any money, I can't even pay my rent, I don't have a place to live. I feel like I can't live anymore.",All-or-Nothing Thinking,c2d2
"Well, I can't keep my mouth shut. It won't happen again.",No Distortion,c2d2
I've got a brain tumor. Is there anything else I can do? What's the point of working as hard as I was? It's like an idiot.,Emotional Reasoning,c2d2
I should be grateful. My foster parents gave me a second life. How can I face their demands? No.,Personalization,c2d2
"As a matter of fact, all the bosses are bad capitalists, who despise us.",Overgeneralization,c2d2
"I'm never better in their eyes than anyone else. Whatever I do, they think I'm worse than anyone else.",Mind Reading,c2d2
I can't even handle roommate relationships. What am I going to school for? Life is a failure!,All-or-Nothing Thinking,c2d2
There is no doubt that drug trafficking groups have infiltrated the region's Government.,No Distortion,c2d2
"It's hard for a single parent to make money to feed me and my children, but that's why I don't have the company to take care of my children, so I'd like someone to help me.",No Distortion,c2d2
They hate me so much that they want me to get out of the house and then they can split some more.,Mind Reading,c2d2
A contradiction is inevitable. Marriage is a grave.,Labeling,c2d2
It makes sense to be alone.,No Distortion,c2d2
"The doctor reminded me repeatedly that his diagnosis must have been serious and that he must have wanted me to reduce the pressure, so he did not tell me the truth.",Mind Reading,c2d2
"I can't even meet my parents' demands. What can I do? I can't do what I'm asked to do now, and I can't do what I'm asked to do anymore.",Overgeneralization,c2d2
How come I haven't been born a few years ago or a few years later?,Emotional Reasoning,c2d2
"It's hard, but I'm not going back. Is it gonna be so hard for the rest of the time? I'm sure I can't stand it.",Overgeneralization,c2d2
"It's bad luck to meet someone like that, and we'll have to contact some friends who know about it and see if there's any other way to remedy it.",No Distortion,c2d2
"I'm so lonely, I've never really been in a really deep relationship with a romantic partner.",Overgeneralization,c2d2
"Without the dog's company, no one in the world will play with me anymore!",Overgeneralization,c2d2
"I've never done a mission like this satisfactorily, and I'm afraid it won't be an exception this time.",Emotional Reasoning,c2d2
I'm sure my friends are laughing at me. They must all think my parents are weird.,Mind Reading,c2d2
"I just want to be alive, how hard it is, and I really feel like I can't live any more. My life is going to collapse because of this job.",All-or-Nothing Thinking,c2d2
"It's normal for parents to ask me to be strict, because they think that way I can live a good life.",No Distortion,c2d2
"She had other friends, so she started to hate me.",Mind Reading,c2d2
"I'm not important. I'm probably the most nervous and lazy person, and I don't even know how I did it.",Labeling,c2d2
Why don't we find another way to pick up what we used to like.,No Distortion,c2d2
"I can't do what I've been given, and I'm an incompetent person.",Labeling,c2d2
I'm really scared of what I don't want. I'm young and I don't want to die.,Emotional Reasoning,c2d2
It's just that she's been asking for sex because of this little thing. She's been looking at me for a long time. She's just taking the opportunity to say it.,Mind Reading,c2d2
"It was so impulsive that I decided to put the big one in there, and it was my responsibility to dump it all on my own.",Personalization,c2d2
"Because of a total lack of direction, little motivation, and fear of existence, all the other pressures in my life, I doubt that I can even maintain a romantic relationship. I suffer, and that only destroys anything I try to build.",Emotional Reasoning,c2d2
I can't solve the problem of bankruptcy. Where can I borrow money? No one's gonna care about me.,Emotional Reasoning,c2d2
"I'm sick of dying, and I'm not supposed to have any living thing, and it's sad to have pets.",Emotional Reasoning,c2d2
"If anything goes wrong with the project I'm in charge of, it'll be hard for me to do it. I can't do anything wrong.",Fortune-telling,c2d2
I don't have the ability to express myself. I've worked hard. I can't change my whole life.,Overgeneralization,c2d2
I think she didn't want to marry me. That's why she wanted so much money.,Mind Reading,c2d2
"Dad's looking for a sophomore, and I have to tell Mom that she has the right to know and that they need effective communication in order to better solve the problem.",No Distortion,c2d2
I'm married to someone I don't love. How can I be happy?,Fortune-telling,c2d2
I ate a biscuit for weight loss.,No Distortion,c2d2
"I'm so restrained from eating, I'm still not working. Forget it. No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no.",Overgeneralization,c2d2
My leg's not gonna get better. My future's over.,Fortune-telling,c2d2
I really can't keep up with working late. I've been having a bad sleep lately.,Emotional Reasoning,c2d2
"Graduation photos are gone, and all my happy high school life is gone.",All-or-Nothing Thinking,c2d2
The leader must want me dead. Give me so many jobs.,Mind Reading,c2d2
"The doctor's profession will end sooner or later, and no one will be willing to do this unconscionable job.",Overgeneralization,c2d2
"I've been eating low-heat food, why can't I lose weight? Is there something wrong with the other part, but I really don't know. Let's see if there's any advice.",No Distortion,c2d2
"Oh, shit, I'm sure I've been lined up for leadership this time. I'm on the edge. Nothing good will ever happen to me.",Fortune-telling,c2d2
This kid's been killing me at a little bit. He's been fucking me. I'm really going crazy.,Emotional Reasoning,c2d2
"I don't have the talent to learn. I'm so stupid, I'll never get a good test.",Overgeneralization,c2d2
"My colleagues around me don't like her very much, so I don't care about it. People like that don't like it.",No Distortion,c2d2
I'm going to have a lot of bad luck. I'm going to have a lot of bad luck.,Fortune-telling,c2d2
"It's such a nice weekend, my friends are definitely out shopping together, and they're not asking me because they don't like me.",Mind Reading,c2d2
"It's over. When I swim, I have cramps and no one around me. Will I sink into the water like this? How can they bear to die like this?",Fortune-telling,c2d2
"In the face of research, anyone will be under pressure to turn pressure into power!",No Distortion,c2d2
"She must have been so busy these last few weeks, how could our two-year relationship be wiped out for weeks? Let's talk to her on weekends!",No Distortion,c2d2
My existence is so sad that even a simple basketball date will be ignored by others. My world is completely destroyed and no longer viable.,All-or-Nothing Thinking,c2d2
I'd be so mad if he didn't do it again.,No Distortion,c2d2
I'm an asshole. It's because of me that we've been robbed.,Labeling,c2d2
"Every time I look in the mirror, it's like the guy in the mirror is telling me that I'm an ugly, unloved person.",Labeling,c2d2
"It's not my fault I'm so fat! When I was a kid, my body weight rose and I couldn't afford to lose it.",No Distortion,c2d2
"Don't worry, if you are vaccinated, you can prevent the disease and be more careful next time.",No Distortion,c2d2
Everyone's willing to care about someone better than me. It's my problem. No one like me wants to be friends with me.,Mind Reading,c2d2
